Reporting year,Remoteness Area,Sex,Potentially preventable hospitalisation (PPH) category,Potentially preventable hospitalisation (PPH) condition,Population,"PPH per 100,000 people (age-standardised)","PPH per 100,000 people (crude)",Number of PPH,Number of same day PPH,Percentage of PPH that are same day (%),Total PPH bed days,Average length of stay (days)
2015–16,Major cities,Males,Chronic PPH,Total chronic,8414945,"1,205","1,197","100,766","30,446",30.2,"445,736",4.4
2015–16,Major cities,Males,Chronic PPH,Type 1 diabetes complications,8414945,56,56,"4,676","1,360",29.1,"15,352",3.3
2015–16,Major cities,Persons,Chronic PPH,Type 1 diabetes complications,17011458,55,55,"9,287","2,544",27.4,"30,643",3.3
2015–16,Major cities,Females,Chronic PPH,Type 1 diabetes complications,8596512,55,54,"4,611","1,184",25.7,"15,291",3.3
2015–16,Major cities,Females,Chronic PPH,Type 2 diabetes complications,8596512,75,85,"7,317","2,382",32.6,"40,114",5.5
2015–16,Major cities,Males,Chronic PPH,Type 2 diabetes complications,8414945,157,159,"13,357","4,544",34.0,"86,046",6.4
2015–16,Major cities,Persons,Chronic PPH,Type 2 diabetes complications,17011458,113,122,"20,674","6,926",33.5,"126,160",6.1
2015–16,Major cities,Males,Total PPH,Total potentially preventable,8414945,"2,527","2,522","212,184","73,320",34.6,"874,449",4.1
2015–16,Major cities,Persons,Total PPH,Total potentially preventable,17011458,"2,496","2,622","446,063","160,451",36.0,1771632,4.0
2015–16,Major cities,Females,Total PPH,Total potentially preventable,8596512,"2,492","2,721","233,870","87,125",37.3,"897,170",3.8
2015–16,Major cities,Females,Vaccine preventable PPH,Other vaccine-preventable conditions,8596512,102,107,"9,156","3,033",33.1,"45,867",5.0
2015–16,Major cities,Persons,Vaccine preventable PPH,Other vaccine-preventable conditions,17011458,115,120,"20,406","6,966",34.1,"111,139",5.4
2015–16,Major cities,Males,Vaccine preventable PPH,Other vaccine-preventable conditions,8414945,131,134,"11,243","3,928",34.9,"65,261",5.8
2015–16,Major cities,Persons,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),17011458,13,13,"2,264",218,9.6,"19,327",8.5
2015–16,Major cities,Males,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),8414945,13,13,"1,087",115,10.6,"9,695",8.9
2015–16,Major cities,Females,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),8596512,13,14,"1,177",102,8.7,"9,632",8.2
2015–16,Major cities,Females,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),8596512,92,102,"8,742",739,8.5,"62,339",7.1
2015–16,Major cities,Persons,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),17011458,94,99,"16,892","1,355",8.0,"126,931",7.5
2015–16,Major cities,Males,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),8414945,97,97,"8,150",616,7.6,"64,592",7.9
2015–16,Major cities,Males,Vaccine preventable PPH,Total vaccine preventable,8414945,227,229,"19,299","4,537",23.5,"128,805",6.7
2015–16,Major cities,Persons,Vaccine preventable PPH,Total vaccine preventable,17011458,209,218,"37,134","8,313",22.4,"235,769",6.3
2015–16,Major cities,Females,Vaccine preventable PPH,Total vaccine preventable,8596512,193,207,"17,828","3,771",21.2,"106,953",6.0
2015–16,Outer Regional,Females,Acute PPH,Cellulitis,1008557,301,332,"3,346",521,15.6,"14,291",4.3
2015–16,Outer Regional,Persons,Acute PPH,Cellulitis,2038507,365,392,"7,993","1,260",15.8,"31,845",4.0
2015–16,Outer Regional,Males,Acute PPH,Cellulitis,1029949,428,451,"4,647",739,15.9,"17,554",3.8
2015–16,Outer Regional,Persons,Acute PPH,Convulsions,2038507,98,98,"2,002",611,30.5,"4,129",2.1
2015–16,Outer Regional,Males,Acute PPH,Convulsions,1029949,109,110,"1,131",348,30.7,"2,336",2.1
2015–16,Outer Regional,Females,Acute PPH,Convulsions,1008557,87,86,871,263,30.2,"1,793",2.1
2015–16,Outer Regional,Females,Acute PPH,Convulsions and epilepsy,1008557,177,173,"1,749",499,28.5,"4,257",2.4
2015–16,Outer Regional,Males,Acute PPH,Convulsions and epilepsy,1029949,235,232,"2,391",705,29.5,"5,550",2.3
2015–16,Outer Regional,Persons,Acute PPH,Convulsions and epilepsy,2038507,206,203,"4,140","1,204",29.1,"9,807",2.4
2015–16,Outer Regional,Persons,Acute PPH,Dental conditions,2038507,300,301,"6,143","5,135",83.6,"7,509",1.2
2015–16,Outer Regional,Males,Acute PPH,Dental conditions,1029949,295,297,"3,055","2,497",81.7,"3,887",1.3
2015–16,Outer Regional,Females,Acute PPH,Dental conditions,1008557,306,306,"3,088","2,639",85.5,"3,621",1.2
2015–16,Outer Regional,Females,Acute PPH,"Ear, nose and throat infections",1008557,211,201,"2,023",684,33.8,"6,203",3.1
2015–16,Outer Regional,Persons,Acute PPH,"Ear, nose and throat infections",2038507,208,200,"4,076","1,404",34.4,"9,469",2.3
2015–16,Outer Regional,Males,Acute PPH,"Ear, nose and throat infections",1029949,205,199,"2,053",720,35.1,"3,266",1.6
2015–16,Outer Regional,Males,Acute PPH,Eclampsia,1029949,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2015–16,Outer Regional,Persons,Acute PPH,Eclampsia,2038507,n.p,n.p,10,n.p,n.p,n.p,n.p
2015–16,Outer Regional,Females,Acute PPH,Eclampsia,1008557,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2015–16,Outer Regional,Females,Acute PPH,Epilepsy,1008557,90,87,878,236,26.9,"2,464",2.8
2015–16,Outer Regional,Males,Acute PPH,Epilepsy,1029949,126,122,"1,260",358,28.4,"3,214",2.6
2015–16,Outer Regional,Persons,Acute PPH,Epilepsy,2038507,108,105,"2,138",594,27.8,"5,678",2.7
2015–16,Outer Regional,Males,Acute PPH,Gangrene,1029949,79,88,905,62,6.8,"11,032",12.2
2015–16,Outer Regional,Persons,Acute PPH,Gangrene,2038507,62,71,"1,441",115,7.9,"18,288",12.7
